,mz,rt,sample0,sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8,sample9,sample10,sample11,sample12,sample13,sample14,sample15,sample16,sample17,sample18,sample19,sample20,sample21,sample22,sample23,sample24,sample25,sample26,sample27,sample28,sample29,sample30,sample31,sample32,sample33,sample34,sample35,sample36,sample37,sample38,sample39,sample40,sample41,sample42,sample43,sample44,sample45,sample46,sample47,sample48,sample49,sample50,sample51,sample52,sample53,sample54,sample55,sample56,sample57,sample58,sample59,sample60,sample61,sample62,sample63,sample64,sample65,sample66,sample67,sample68,sample69,sample70,sample71,sample72,sample73,sample74,sample75,sample76,sample77,sample78,sample79,sample80,sample81,sample82,sample83,sample84,sample85,sample86,sample87,sample88,sample89,sample90,sample91,sample92,sample93,sample94,sample95,sample96,sample97,sample98,sample99
feature0,68.98022662097856,126.14497779345766,19.355739258908795,4.8122190149788215,4.956693558174823,19.76442175879409,4.777021371526729,6.188883865641105,30.1460148998503,0.20006734337435533,22.573750667137716,23.130157412939983,2.8537682060371887,0.6826038705448565,0.12008938113243661,1.028779914126132,46.74472076887768,3.9578910020981524,18.60674635265803,3.4577701848334734,6.156795147929753,1.901867509341781,7.581822817666422,4.006604948821783,1.1222163465996637,7.835962554884941,27.414242946868104,0.46883782358883874,12.274699414364932,7.878826158644659,18.098784456890595,12.419476844650166,6.881204831152928,3.545736730154172,1.4105376207303504,1.8456174308727789,10.755667276245882,2.7507234131587848,3.1843895105564473,3.682918508877129,4.572865785243763,5.165489113152235,7.492313490331407,2.2219716268830423,12.138501016369677,1.756128656071291,7.3613562635362415,11.586641090999594,5.602185385010015,0.9537292528584401,22.837506855997493,26.542950351390772,6.011476129459245,4.424597864865863,33.794551009907316,20.309077552823666,2.8238080112001973,17.318010597397063,11.442846326772685,10.987814118530242,2.8679230961555415,0.24234974767641543,1.743630412921204,5.407310152367061,2.0943952657821745,3.750210200125596,5.917467601350527,0.7743521226525619,17.581272475364187,2.757438777331787,7.555483646840177,31.225713763184913,1.8633161007456647,37.476988701149175,9.641852597164386,6.639110931474372,13.330608344826675,16.30965029485713,1.0699100855454617,17.995406359414904,3.0464647907948583,1.9150462640210315,3.179506791974303,9.906131364525713,5.875213718082474,0.10895144960045561,10.758963241829493,1.8533512337645952,2.4426708224085703,13.125057854614322,9.283782260283111,7.721530164076339,2.459304735298124,1.66524976719798,10.848148100996191,4.934090230859157,47.546967892135974,1.025800524726168,19.20894354326766,2.4325862519426162,0.6406203659011745,2.4964543182334804
feature1,16.766607598261007,138.5020970121793,0.7196909757562487,2.9863219526286655,1.3953953168341937,27.20027113372563,5.12835737413794,1.5665312595407213,35.9456455314505,3.386914601005989,12.57448012153381,8.243221216497027,30.578456182354408,9.430337528423994,0.10779903201418553,2.0536223849849993,8.18638446062415,21.344873468259912,2.318122772546006,36.363421877688864,7.3494194409291955,3.1190640553302873,5.49794036444518,5.460170184151623,5.397627959927929,15.66560190106748,1.682568598040011,5.325497322835741,28.675834255041845,1.1384382706183682,2.1007632029000893,4.959187427532849,4.543452741862066,15.792394667745246,8.538372234078997,1.8892247122191548,0.20238995881666982,17.224116825065657,5.268389069640581,12.288068298709167,2.605442931872981,30.28306688552242,8.055568762573262,4.24139806352783,15.64661141516387,3.1507069752540264,4.932735753455714,50.384071495180905,0.6291660650831675,18.720550251274993,2.701557571080996,14.763189527726915,23.570172927678566,7.617784203263437,23.24536513645537,2.542127197070017,5.964518739904021,4.850418223678272,5.98415410858688,16.11910132169619,10.217205080343174,7.912209095343221,3.0668726877884342,21.997574625662843,0.21425858671119846,1.8417684095640987,22.056751043661276,30.693641619620955,6.634391545100203,6.495539241347656,0.029865211229016548,3.8101145511580614,17.938034551669634,0.27491362545517556,1.9230102143499106,17.273324034709226,14.647434495888575,0.35159091578417373,10.836745751895613,5.684581731553704,7.548686578986077,12.095527078202304,6.380792056124668,2.7081979192231014,16.017208805102314,17.164107986525174,27.17948677293103,5.394068995169744,0.6661903553575514,15.434533397367067,60.112423362121525,6.55763398148593,6.167417947240641,3.039454774136674,8.28866934720412,2.163251981092103,5.884625849634291,7.636803314647052,0.4462672986184396,12.424373635853208,7.072155828919851,6.217234376100428
feature2,99.49815747724318,149.68023650962377,5.522813621684576,11.04858591987006,67.34220660338599,10.124990323847516,10.643330965057899,7.641210499929905,29.848808983510366,6.697741310076268,13.35430906956578,17.045555837440748,11.945335139557843,5.69421008872328,18.48440605898027,10.409446005984249,1.5969972827749035,1.058530418495459,1.4287750926557314,5.344154441933028,32.85494727586852,26.62902590954431,5.022396285253979,7.780528645044134,23.959522493336237,2.3609527934720607,33.63264874996172,10.096674517779556,4.25709700544994,6.76096812766237,6.080442155381816,10.860216675955545,14.323093387732744,1.3867148933347022,7.795149850608622,43.86044658515551,5.729021613046847,12.273063243175816,9.904975710173346,0.13262569545447989,21.255783032498947,6.004472063269812,10.479877562497888,0.24179334432014854,8.60276790594151,0.3315898027479357,5.787807552547067,19.104149437318732,27.58305192046282,20.560324442661376,4.876719507393706,3.3827817855245454,1.8349490595477922,2.1058758723635664,23.11588566412943,4.4219550889328865,25.21741615522871,18.417273821734554,2.8662622755665144,2.7786287353036494,4.953862792451252,5.001037718727891,0.694839813590815,2.855682986181604,2.0913744352829067,1.0543624684409685,11.183622250438845,42.714696549313814,7.525350368497033,6.390821187055859,4.3314442841468095,3.6206784273902235,13.281763264104052,5.45022283135594,5.329296882141936,8.221508402767707,2.7968939101695236,19.7683911131036,3.6508815325045245,1.365502737466429,1.2801791518230181,1.4583031528519543,4.478597637596257,1.348387477398906,19.34611796087441,0.8525867899278885,1.1037822880179118,15.611361404046482,10.660007474182798,0.19766275002600636,11.277138367938447,0.9449582406610317,11.579760239676531,9.598590010545696,2.7308556259334757,26.257411827029607,5.06925498834121,3.4231152567611782,4.0278028986021175,16.075714349257687,20.999748293113445,8.657015852129213
feature3,55.41500948794999,3.3261854708737326,0.8380909255297495,7.408611482645552,26.045877039199205,3.8596536195359663,18.161177957959843,7.0049745651587605,0.9220631282378624,1.2223369922923473,3.510523235320013,17.937564723427407,0.5864383526373521,12.244347192929748,15.919471027447274,9.37465451093836,3.0729496321694905,6.795553816647012,11.731894822759266,3.080370257031622,2.230731323665868,7.204280704331982,12.296609338465425,7.148098088643752,1.1089616448836161,7.471187749815076,4.380376554776017,13.89889876304224,17.817751773952473,6.254266028647421,26.395620660961843,4.551074647366321,1.5049153849437003,15.145109368909306,2.7571200287152875,7.708965049306488,23.440838649223483,8.781026162421448,13.446548807124657,1.576629917044254,2.3539475226245745,8.231717593605001,39.059466357349486,10.481544448700188,2.0968987105311423,12.709501404630767,12.45268555987374,14.407067381455754,0.8641398371606211,4.641317268912233,36.6664299637109,7.28205295209689,2.9891934562247946,4.630102924803551,4.460449561675185,6.992790123951882,16.58162882944805,6.646359572003144,24.603366534993416,19.813632144570448,0.47828513863371647,3.7847331715499086,9.91472299287401,1.7582251882644742,8.166080161791694,22.85721081888026,16.65690055677562,34.830698219992485,0.03887599551251657,1.2004757309308565,5.808810253809439,12.376317086564402,0.1253716865063512,33.705581080595486,10.278394806117639,3.7119848274710248,17.18697025224452,11.845806874539068,14.730958605374948,1.396053312380718,4.618239157554889,14.275136572230851,2.7423060462993916,9.375668486078387,2.81250151718036,0.695552692994317,32.08155858262679,26.46222577154596,0.6235470416068993,1.1714355957955918,2.68809846990417,10.40278826107659,9.13932300032668,3.850977806751289,3.1137022489725004,8.010527923101721,8.865623486976968,5.202124476056661,9.417208782004744,5.519077936567362,25.753337932314476,27.199327463551327
feature4,71.33680781714538,189.51298620491878,5.953073179338968,11.49625573357374,12.389747069674646,17.11738309020359,10.916481311902002,13.040232568925767,16.542884562758083,3.420646297813626,6.44245130768767,12.462507837798338,24.45782203541023,1.019938435012456,3.07072291242367,9.811450369506815,16.052465324139785,9.574885753431968,6.666504212382574,15.432598057512761,6.100040806669677,7.178345568154717,0.8819350073347156,1.8330096777150116,7.257030787092079,24.984145195836884,11.7454665827468,51.42063599506284,0.13285707934763455,1.9156926559291663,8.533992628352916,4.232071084634415,4.420190179762937,9.089247908864003,1.914346494943847,2.1685165023358577,11.61677609984758,1.84080661026587,4.577642385290675,6.721578611327228,30.460628467054267,2.885194478525441,9.232599704404066,17.399313692715644,4.6809269004173695,8.507062071067025,3.9157676316329857,12.848700776861508,1.776397060016755,1.8712987463301816,4.234701467158132,0.35605400468030823,9.505114913190907,0.606259049764916,36.64916550146576,1.236475503087454,13.213458910059606,4.395872678518716,29.308359935151923,33.59311235341698,23.147975225262524,16.487070840937168,1.8891273110708924,8.478576310000173,11.016298234283648,21.103336984357178,14.06458246016035,6.862711171840372,11.177816664698437,6.002621842288212,5.326462904074404,7.962956166563872,0.9366235595212807,6.061069554374372,24.555463706397852,3.5074848385507056,36.35890370439566,6.5679914685709555,1.3666172273463864,1.6905467188597703,28.83123723552575,39.827359136544274,2.0414640127020682,6.152785272994491,14.090342432753722,8.417589758252102,0.7484727962610256,23.615252492191967,34.60853383560249,6.416609466762104,3.823291835135306,8.105322156370681,2.6449082350902113,36.42704814291221,2.6709316700240766,6.908994567409047,3.065885096482936,1.1632504881036363,8.146434264876486,15.514322259238442,1.036849623956266,11.834231265850551
feature5,71.46943819555264,90.92319040090655,8.221730689965948,5.95849610379018,38.82579829152092,17.47908128538336,3.24146632050075,35.08701737224332,1.9819657346106143,18.366355622342454,14.235800717331697,9.834389203960757,9.048213322086854,10.151874518813816,23.15005555865358,4.175971658474525,7.4442061176963055,9.310236037636532,10.830597667529068,16.555356562009493,2.7855149225564246,10.455903374266606,4.971495854866807,2.395899568830147,47.641453641870335,0.17845274127445257,7.998833656219032,2.4080986225488274,21.517746220515935,2.4478397425922656,5.650615267928996,1.2417940084210983,5.902715543696226,24.251294964148414,3.6431160646620175,18.00050542225057,9.746315611291214,10.651436681033355,6.545442409398477,4.737237394073574,2.21329890933148,4.381936554643013,10.413611989747022,0.21104004834274176,26.582654281989765,5.545825109464719,58.802796415761236,14.499933639542608,7.902567400234689,5.103557096568624,1.2398606838884216,6.059640676950416,6.484068931476523,9.101529456008974,2.2460915346192776,16.390222294353425,6.556764423641608,5.32239844715722,3.919640760967594,9.59242636756451,11.920501950911149,1.0332106591831893,1.4276207623778339,29.697878767061848,22.78297878277456,12.876753736575102,1.7522465646078973,3.0067694004149494,15.619290298466682,16.989981267494194,55.14389113406244,3.9614527193950066,16.68488308952575,14.934093080424379,4.110039656714308,7.613476304182548,18.299035311286286,10.121456041381943,24.530449278452405,2.298361546661314,9.285102206087565,2.357384728684267,4.382576695220967,3.2453559597736277,2.824688020284185,0.14770038574531888,2.6536375333630255,0.4269560589966046,21.118786288724607,0.932184792126931,12.956474515643897,8.442102707721395,12.499279294202886,17.67441224785482,16.26221780153009,13.788139451674502,5.852469593853637,0.2658513741866892,2.365638466776373,5.038698487738035,24.14818172547453,0.29165096508538413
feature6,73.74269921843441,63.280847229792215,11.404783823992837,3.422437879777424,3.001748501260491,4.007332635138346,15.935116175880346,2.58990892975338,18.40688363444148,3.946858119297862,3.1077499161028346,16.519504992114,12.106236511473575,5.476215463899109,6.58872090934583,12.04937034327025,4.714532842907158,5.240781873300221,9.878617852224869,5.868513621737231,1.7458408025546825,6.428425691907518,2.0313613716647794,2.686194071181125,10.307803587084619,5.509046979314249,8.804513443060676,0.820371002439637,9.142503081794997,14.658753629963341,0.39733216969775637,3.0891391234405936,10.336001059643994,14.338275911883576,1.335782188394675,7.402880208687545,0.15535197250022714,24.525320129958118,9.665652193484759,24.564683832364796,2.752448620903354,19.430517578528587,3.9797231915685476,10.173703506866262,25.021502698572384,7.340922779737026,4.4611084158995045,8.282426138746162,14.466028898771143,5.283836555869156,0.4813467549625592,0.4135989103529311,2.4970497748381013,12.39836832859396,5.7805118824048805,11.162793066698253,7.653663648450131,17.53096341376636,4.113346016476969,1.6040937374211741,3.656982179990898,7.559300072206145,4.916636375852017,17.637834185641175,16.329582365396096,14.42270252031708,4.969574255149417,41.579485487789384,18.91809469348965,3.357855796953053,1.4986555049606007,3.3434201479039274,5.493846789149611,2.4648317541789737,15.2120006989404,9.163260396211006,4.293823511081004,0.1725578309053034,1.719954380142853,2.3508434032086294,7.749730777209897,30.570694304926374,10.950637493360682,0.24207981428785486,6.704448550330962,28.54101472633369,0.15396331789605638,23.17253641731824,29.666988748610557,0.913370812757871,8.306645447263254,4.975506211054037,17.9400090225569,6.861264682669628,8.755351702304495,1.8264109456535156,2.6347832696140028,2.5095186289312794,0.32102656723077,28.17573225799759,3.279821315170209,7.673619456954648
feature7,3.316671891900036,3.365788191823338,1.2064356589481768,6.445998179772645,2.5942362247326263,1.2598175164283036,14.557272464571698,5.43005228114978,3.7701951374627356,41.51005440339512,24.503648966985303,11.952586605120699,29.492163625199343,5.2033219131603445,1.4116769548723795,22.50048553228092,15.271676682041374,3.068964177303446,2.945081035316,3.704555356091591,22.028974024553115,3.0470658629297844,12.985239412581116,6.3244271135171415,5.497047087968669,4.340863877662967,20.83427050506087,30.81241815400576,15.78971113646431,2.0661007140804295,3.7735529717295253,0.9298414756233897,1.2509399197977376,5.598860067330598,7.059896035468435,6.155619133582101,3.3181480933175953,9.080948775359673,3.372727816696411,5.041170878777609,7.069900569201124,2.335087107999029,4.120593659886663,28.227339660849978,25.854222836346498,10.04277869587898,0.4866904350694609,11.041231847993114,4.4225440588219005,3.346542382748453,9.289756596151314,0.41594788855788595,29.823192191832813,5.246904094196538,20.896620289997255,6.9121867540723265,2.873309440047435,2.136317783666331,17.819333954647472,5.368468671239589,1.461435452236278,17.446467946223446,5.918562661722334,1.2715135776308402,4.783021561360844,38.54999646198295,29.502035686383714,15.276593515170099,0.7723547771441536,10.648646456007151,7.103436058051634,2.27432868121943,8.391850395802352,10.153460090421751,3.9115371423931604,10.353272134241758,9.463885916708726,1.2206982039499115,3.1082333223761167,0.007009207532562943,16.86088297393477,6.735265142859468,0.3499617522237303,19.935283363325176,48.13875631513391,26.870860169392348,22.28169367488636,21.99687212208161,20.551592045482412,2.7799314017008028,4.788825693325591,1.5247864562495197,5.168243761723734,9.048521963092277,38.94113399611995,13.595380569410224,0.9578366888568107,2.288962094312271,2.865887102370956,6.029291555407806,9.3322304697394,4.236113007873305
feature8,26.555456328463233,102.48696449185006,19.05555628028582,16.320054598207147,40.129250147657345,4.993251706695309,6.7268087434052894,0.2672245097288969,8.242541929653362,12.631419547273248,4.834406861302419,1.2385475940019628,22.983464913493556,3.625197462133781,7.176734052160186,7.718289025436041,9.220770029190536,13.190176369929542,0.6337957979898846,14.098353153262682,2.554511529152428,72.17839475251851,8.24324724010019,4.239193717528068,1.9904199003159855,1.7364695283088551,15.277484430843613,29.78641859045958,0.45343282981185506,4.666540345135784,6.910816856274399,14.093246618970722,5.839193324523089,0.7342082010118539,7.226520444487416,1.3055628026757855,4.828323525920971,12.48356892101886,19.498614288243623,6.2246711158614785,1.4889623773941862,18.930560516604796,12.510026726999223,2.611903464665417,36.72716257547164,4.502202134127961,0.6188612271214096,2.3719999740305244,1.4038371689905762,1.4553985330994912,11.582194130929329,2.1913679639618553,0.10967286248883128,13.630590016335136,4.608408478688467,6.123220775097964,17.51700105729385,0.4284640130871798,2.392298375519263,19.757390250910532,0.18341892939738413,21.55046693994781,4.782146782454306,18.50661555846168,14.119749646473256,9.592711006249198,3.331634958393115,5.597934902157558,1.6363106351700836,0.982048331699627,4.57658854819975,14.121898220326838,12.96495903483648,0.09830520379113267,6.880072603267681,10.93149358576998,1.7465294294557923,4.696750236433956,1.6960852798791402,1.7122362790892685,6.984941688736117,0.46644124425757555,0.2979181490221411,21.613360838737602,6.691843897944647,2.556496523865181,27.75471281382737,7.119068621442083,10.198844357797794,2.2887917291107382,13.308627033088996,12.053455973258602,21.19612300164914,11.460100724406328,6.771874994024415,4.1837122003293645,12.199259120295293,19.38753514260203,1.3519102931372236,1.0462347906486809,6.783209987053556,1.4091895405287567
feature9,10.57006752399452,37.396785292152266,21.727275870054402,7.806426454969666,2.2457815716921674,3.1479838173309393,13.373042337795003,3.650882484942513,14.340510181975016,2.94998572999157,1.4405249561220235,3.38093240790498,4.782263677590116,2.361431068940764,5.069443300972009,0.6079649826290221,4.909548255022649,1.8841961641263303,25.35730254723964,4.203265811239889,11.712655122170382,45.444411329776464,1.0914746671534201,5.2285954327886195,7.775073827745976,7.023350987305763,22.663552114147553,1.1852671603926457,23.16089578563801,0.8946246988799287,1.0620292329369498,4.683415929959066,16.861394056910697,0.9988555637255752,13.079890573236746,2.6301663264826796,25.973006728187407,17.982549570183224,0.96871892483189,5.022234460006452,2.763843414272875,48.917953655172546,4.169408849514513,1.4714402949051972,7.253681017991967,23.049852940367252,0.2066514276998258,1.8923172969659294,5.016041894810569,0.47079612826540873,1.9769857554855035,11.722789251158698,9.523562387673694,1.6526507616975588,0.39888035640831376,9.216529203782896,1.7051882859639134,11.426563000106636,5.653930876025749,10.894710848990885,4.737809712544622,5.517205294600831,11.297595703645806,22.70361948364728,7.503332804431668,18.479531509035322,9.827074734084697,0.9817992844811054,12.492804633372803,9.60992671693409,6.0665296908756075,3.812977282251055,13.84477963898335,15.28600254199226,7.996199717256928,18.838499788004984,10.575498939710108,1.279716590512664,1.7004446495685865,7.849568962733158,8.322896895600008,7.28940562819659,9.910699621937159,0.19519320486103892,19.633027016048047,18.244816777743125,4.809768461356462,29.723670815167658,21.35560971159279,3.8599895727126055,9.49072250491197,0.00313186925853964,12.78583912691952,0.14321188365964393,7.020199830897966,0.473290913868299,10.526764531981405,2.275788377134303,14.418189648175224,11.245406981118997,24.849763162244095,10.591559416142669
